#Supplementary Table S2. Response of gene expression 48hr after induction of transcription factors in mouse ES cells
#All gene expression changes here are significant (FDR<=0.05 and fold change>1.5).
#Logratio is for average of Cy3/Cy5 (or Dox- vs Dox+ )
#Fold Change is logratio converted (i.e., 10**(logratio))

Transcription factor	Gene_symbol	Logratio(log10)	Fold change
Elf5	Tgm1	-0.4125	0.3868
Eomes	Tgm1	-0.3589	0.4376
Foxa1	Tgm1	-0.205	0.6237
Foxc1	Tgm1	-0.439	0.3639
Gata2	Tgm1	-0.7391	0.1823
Gata3	Tgm1	-0.313	0.4864
Id1	Tgm1	0.1994	1.582
Jun	Tgm1	0.2685	1.855
Klf4	Tgm1	0.199	1.581
Lhx2	Tgm1	0.2923	1.96
Mybl2	Tgm1	0.2195	1.657
Nanog	Tgm1	0.2024	1.593
Nr2f1	Tgm1	0.1761	1.5
Nr2f2	Tgm1	-0.2952	0.5067
Nr5a2	Tgm1	0.392	2.466
Nrip1	Tgm1	-0.2767	0.5288
Otx2	Tgm1	-0.3808	0.4161
Sfpi1	Tgm1	-0.2458	0.5678
Sox11	Tgm1	-0.3056	0.4947
Sox15	Tgm1	-0.1891	0.6469
Sox2	Tgm1	-0.3894	0.4079
Sox9	Tgm1	0.2112	1.626
Tcf3	Tgm1	-0.3727	0.4239
Tcf4	Tgm1	-0.2128	0.6126
Tcfap2c	Tgm1	-0.3691	0.4274
Dmrt1	Tgm2	0.4705	2.954
Elf5	Tgm2	-0.384	0.413
Esx1	Tgm2	0.8525	7.12
Fosl2	Tgm2	0.1789	1.509
Foxa1	Tgm2	0.3401	2.188
Foxc1	Tgm2	0.219	1.655
Foxl2	Tgm2	0.3915	2.463
Foxp3	Tgm2	0.2034	1.597
Gata2	Tgm2	0.3415	2.195
Hnf4a	Tgm2	0.4072	2.553
Jun	Tgm2	0.3595	2.288
Klf4	Tgm2	1.2246	16.772
Nkx2-5	Tgm2	0.7271	5.334
Sox11	Tgm2	-0.2503	0.5619
Tbx5	Tgm2	-0.2855	0.5182
Tcf3	Tgm2	0.6298	4.263
Tgif1	Tgm2	-0.2231	0.5982
Zic1	Tgm2	-0.3425	0.4544
Ascl2	Tgm3	-0.3623	0.4342
Cdx2	Tgm3	-0.4588	0.3476
Dmrt1	Tgm3	-0.489	0.3243
Elf5	Tgm3	-0.3515	0.4451
Esx1	Tgm3	-0.6857	0.2062
Foxc1	Tgm3	-0.4445	0.3593
Foxg1	Tgm3	-0.6677	0.2149
Foxl2	Tgm3	-0.329	0.4688
Foxp3	Tgm3	-0.6142	0.2431
Gata2	Tgm3	-0.6818	0.208
Gata3	Tgm3	-0.6114	0.2446
Gbx2	Tgm3	-0.576	0.2654
Hesx1	Tgm3	-0.3627	0.4338
Hnf4a	Tgm3	-0.3947	0.4029
Hoxa9	Tgm3	0.2291	1.694
Jun	Tgm3	-0.429	0.3723
Klf4	Tgm3	-0.7586	0.1743
Mef2c	Tgm3	0.5112	3.244
Nkx2-5	Tgm3	-0.5601	0.2753
Nr2f1	Tgm3	-0.2478	0.5651
Nrip1	Tgm3	-0.3174	0.4815
Sfpi1	Tgm3	-0.3113	0.4883
Six1	Tgm3	-0.188	0.6486
Sox2	Tgm3	0.3363	2.169
Sox9	Tgm3	-0.3395	0.4576
Tcf3	Tgm3	-0.7774	0.1669
Tcf4	Tgm3	-0.2681	0.5393
Tcfap2c	Tgm3	-0.5484	0.2828
Cdx2	Tgm4	0.5425	3.487
Gata2	Tgoln1	0.2375	1.727
Gata3	Tgoln1	0.1802	1.514
Klf4	Tgoln1	0.2134	1.634
Nkx2-5	Tgoln1	0.1954	1.568
Cdx2	Tgs1	-0.2609	0.5484
Klf4	Tgs1	0.367	2.328
Tcf3	Tgs1	-0.2169	0.6068
Ascl1	Tgtp	0.2473	1.767
Ash2l	Tgtp	0.335	2.162
Cbx8	Tgtp	-0.3067	0.4935
Cdx2	Tgtp	-1.1411	0.0722
Cdyl2	Tgtp	-0.4429	0.3606
Dlx3	Tgtp	-1.4564	0.0349
Dmrt1	Tgtp	-0.5547	0.2788
Elf1	Tgtp	-0.3097	0.4901
Eomes	Tgtp	-0.9117	0.1225
Esx1	Tgtp	-0.4167	0.383
Ets1	Tgtp	-0.5237	0.2994
Etv3	Tgtp	-0.3848	0.4122
Fosl2	Tgtp	-0.6133	0.2436
Foxa1	Tgtp	-0.5321	0.2936
Foxc1	Tgtp	-0.4621	0.345
Foxg1	Tgtp	-0.8296	0.148
Foxl2	Tgtp	-0.9267	0.1183
Foxp3	Tgtp	-0.7068	0.1964
Gadd45a	Tgtp	-0.3876	0.4096
Gata2	Tgtp	-0.8473	0.1421
Gata3	Tgtp	-1.2631	0.0545
Gbx2	Tgtp	-0.5134	0.3066
Grhl2	Tgtp	-0.1801	0.6605
Hesx1	Tgtp	-0.2186	0.6045
Hmga2	Tgtp	0.2858	1.931
Hnf4a	Tgtp	-0.6092	0.2459
Hoxa9	Tgtp	-0.2532	0.5582
Hsf2bp	Tgtp	0.2958	1.976
Id1	Tgtp	-0.383	0.4139
Id3	Tgtp	-0.2284	0.591
Jun	Tgtp	-0.6281	0.2354
Klf4	Tgtp	-1.3143	0.0484
Klf9	Tgtp	-0.3661	0.4304
Lhx2	Tgtp	0.2332	1.71
Msc	Tgtp	0.7057	5.078
Mybl2	Tgtp	0.1963	1.571
Myc	Tgtp	-0.5019	0.3148
Nanog	Tgtp	-0.6579	0.2198
Nkx2-5	Tgtp	-0.4946	0.3201
Nr0b1	Tgtp	0.3215	2.096
Nr2f1	Tgtp	-0.7882	0.1628
Nrip1	Tgtp	0.3076	2.03
Otx2	Tgtp	0.2177	1.65
Rxra	Tgtp	-0.2805	0.5242
Sfpi1	Tgtp	0.6949	4.953
Smad7	Tgtp	-0.462	0.3451
Sox11	Tgtp	0.2124	1.63
Sox15	Tgtp	0.3623	2.303
Sox7	Tgtp	-0.2993	0.5019
Sox9	Tgtp	-0.4752	0.3348
T	Tgtp	0.6253	4.219
Tbx5	Tgtp	-0.3985	0.3994
Tcf3	Tgtp	-0.5063	0.3116
Tcf4	Tgtp	0.4226	2.646
Tcfap2c	Tgtp	-0.7526	0.1767
Tcfcp2l1	Tgtp	-0.1965	0.636
Tgif1	Tgtp	0.4366	2.732
Zfp57	Tgtp	0.2555	1.8
Zic1	Tgtp	0.238	1.729
Ascl2	Th	0.2989	1.99
Cdx2	Th	0.4356	2.726
Gata2	Th	0.3716	2.352
Gata3	Th	0.5952	3.937
Lhx2	Th	-0.2187	0.6043
Nrip1	Th	0.3604	2.292
Dmrt1	Tha1	0.3691	2.339
Esx1	Tha1	0.2045	1.601
Foxa1	Tha1	-0.2104	0.616
Hnf4a	Tha1	0.2265	1.684
Sox11	Tha1	-0.2505	0.5616
Sox2	Tha1	-0.1878	0.6489
Sox9	Tha1	0.3791	2.393
Cdx2	Thap1	-0.1871	0.6499
Esx1	Thap1	-0.242	0.5727
Gata2	Thap1	-0.1802	0.6603
Tcf3	Thap1	-0.24	0.5754
Cdx2	Thap2	0.3419	2.197
Foxa1	Thap2	-0.1999	0.6311
Gata2	Thap2	-0.192	0.6426
Gbx2	Thap2	-0.3496	0.447
Jun	Thap2	0.2987	1.989
Klf4	Thap2	-0.2595	0.5501
Nkx2-5	Thap2	-0.2134	0.6117
Nr5a2	Thap2	0.2595	1.817
Sox7	Thap2	-0.36	0.4365
Tgif1	Thap2	-0.2202	0.6022
Zic1	Thap2	0.2039	1.599
Klf4	Thap3	-0.1786	0.6628
Cdx2	Thap4	0.2443	1.755
Otx2	Thap4	0.2485	1.772
Cdx2	Thap6	-0.2615	0.5476
Dlx3	Thap6	-0.1904	0.645
Elf1	Thap6	-0.2511	0.5609
Msc	Thap6	-0.2489	0.5637
Mybl2	Thap6	-0.1839	0.6547
Nr5a2	Thap6	-0.2352	0.5818
Tcf3	Thap6	-0.2059	0.6224
Dmrt1	Thap7	0.2416	1.744
Esx1	Thap7	0.2052	1.603
Klf4	Thap7	0.1905	1.55
Tcf3	Thap7	0.1816	1.519
Ascl2	Thbd	0.3778	2.386
Dmrt1	Thbd	0.6134	4.105
Elf1	Thbd	0.4002	2.513
Esx1	Thbd	0.6603	4.574
Ets1	Thbd	0.2015	1.59
Foxa1	Thbd	-0.4273	0.3738
Foxc1	Thbd	0.4752	2.986
Foxp3	Thbd	0.4319	2.703
Gbx2	Thbd	0.1946	1.565
Jun	Thbd	0.2212	1.664
Klf4	Thbd	0.6875	4.869
Nkx2-5	Thbd	-0.1897	0.6461
Nr2f1	Thbd	0.1913	1.553
Sfpi1	Thbd	0.7158	5.197
Sox11	Thbd	0.214	1.636
Sox15	Thbd	-0.1791	0.662
Sox2	Thbd	0.8129	6.499
Sox7	Thbd	-0.1777	0.6642
Sox9	Thbd	0.4281	2.679
T	Thbd	0.4929	3.11
Tbx5	Thbd	0.5625	3.651
Tcf3	Thbd	0.6747	4.728
Ascl2	Thbs1	-0.2426	0.572
Atf3	Thbs1	0.4089	2.563
Cdx2	Thbs1	0.4069	2.552
Dmrt1	Thbs1	0.427	2.673
Eomes	Thbs1	-0.5568	0.2774
Esx1	Thbs1	0.31	2.041
Foxa1	Thbs1	-0.2015	0.6287
Foxc1	Thbs1	0.3178	2.078
Foxg1	Thbs1	0.4966	3.137
Foxl2	Thbs1	0.5282	3.374
Foxp3	Thbs1	0.4718	2.963
Gbx2	Thbs1	0.2167	1.647
Mef2c	Thbs1	0.2259	1.682
Msc	Thbs1	0.2024	1.593
Mybl2	Thbs1	0.204	1.599
Myc	Thbs1	-0.2402	0.5751
Myod1	Thbs1	0.2739	1.878
Nr2f2	Thbs1	0.299	1.99
Nr5a2	Thbs1	-0.2129	0.6124
Nrip1	Thbs1	0.6734	4.714
Otx2	Thbs1	0.3134	2.057
Sfpi1	Thbs1	-0.3152	0.4839
Sox11	Thbs1	0.3148	2.064
Sox9	Thbs1	0.4933	3.113
Tcf3	Thbs1	0.5847	3.843
Zic1	Thbs1	0.2065	1.608
Zscan4c	Thbs1	0.2684	1.855
Bcl6	Thbs2	-0.1771	0.6651
Elf5	Thbs2	0.3668	2.327
Fosl2	Thbs2	-0.3629	0.4336
Foxl2	Thbs2	-0.2843	0.5196
Foxp3	Thbs2	-0.5307	0.2946
Jun	Thbs2	-0.2097	0.617
Klf9	Thbs2	0.2128	1.632
Meis2	Thbs2	-0.2029	0.6267
Nkx2-5	Thbs2	0.336	2.167
Sfrs6	Thbs2	0.1764	1.501
Sox7	Thbs2	-0.6772	0.2102
Sox9	Thbs2	-0.1896	0.6462
Tbx5	Thbs2	0.3911	2.46
Tcfcp2l1	Thbs2	-0.2012	0.6292
Tgif1	Thbs2	0.2295	1.696
Zic1	Thbs2	0.4182	2.619
Cdx2	Thbs3	-0.5539	0.2793
Foxa1	Thbs3	-0.1903	0.6452
Foxg1	Thbs3	0.3487	2.232
Foxn3	Thbs3	-0.2301	0.5887
Gata2	Thbs3	-0.6909	0.2037
Gata3	Thbs3	-0.559	0.276
Klf4	Thbs3	-0.592	0.2558
Nrip1	Thbs3	0.1992	1.581
Sfpi1	Thbs3	0.3577	2.278
Sox2	Thbs3	-0.3772	0.4195
Sox9	Thbs3	-0.2731	0.5332
T	Thbs3	-0.2096	0.6171
Cdx2	Thbs4	0.6065	4.041
Cdyl2	Thbs4	-0.3147	0.4845
Elf1	Thbs4	-0.3192	0.4795
Eomes	Thbs4	-0.4634	0.344
Esx1	Thbs4	-0.2511	0.5609
Gata2	Thbs4	-0.4768	0.3335
Gata3	Thbs4	-0.3213	0.4771
Gbx2	Thbs4	-0.5646	0.2725
Hesx1	Thbs4	-0.4036	0.3948
Id1	Thbs4	-0.1777	0.6642
Klf4	Thbs4	-0.4534	0.352
Mef2c	Thbs4	-0.1883	0.6481
Nkx2-5	Thbs4	-0.3695	0.427
Nr2f1	Thbs4	-0.2138	0.6112
Nrip1	Thbs4	0.4951	3.126
Otx2	Thbs4	0.2857	1.93
Pou5f1	Thbs4	0.201	1.588
Rhox6	Thbs4	-0.2001	0.6308
Sfpi1	Thbs4	-0.1843	0.6541
Sox2	Thbs4	-0.4403	0.3628
Sox7	Thbs4	-0.2559	0.5547
Tbx5	Thbs4	-0.1926	0.6418
Tcfap2c	Thbs4	-0.298	0.5035
Tcfcp2l1	Thbs4	-0.1838	0.6549
Tgif1	Thbs4	0.1995	1.583
Zic1	Thbs4	0.287	1.936
Zscan4c	Thbs4	-0.1936	0.6403
Dmrt1	Them2	-0.21	0.6165
Msc	Them2	-0.1912	0.6438
Nr5a2	Them2	-0.2404	0.5749
Sfpi1	Them2	-0.19	0.6456
Tbx3	Them2	-0.194	0.6397
Dlx3	Them4	0.2091	1.618
Esx1	Them4	-0.2222	0.5995
Klf4	Them4	0.2673	1.85
Msc	Them4	-0.205	0.6237
Nr5a2	Them4	-0.2486	0.5641
Sox9	Them4	-0.2452	0.5685
Eomes	Them5	0.9326	8.562
Etv3	Them5	0.4565	2.86
Gbx2	Them5	0.3227	2.102
Klf4	Them5	0.5514	3.559
Sall4	Them5	0.74	5.495
Tcf3	Them5	-0.4935	0.3209
Esx1	Thg1l	-0.1898	0.6459
Cdx2	Thnsl1	-0.2626	0.5462
Dlx3	Thnsl1	-0.1786	0.6628
Gata2	Thnsl1	-0.246	0.5675
Gata3	Thnsl1	-0.2087	0.6184
Dmrt1	Thnsl2	0.2619	1.827
Esx1	Thnsl2	0.2922	1.959
Gbx2	Thnsl2	0.2117	1.628
Hnf4a	Thnsl2	0.4026	2.526
Klf3	Thnsl2	-0.2061	0.6221
Myc	Thnsl2	-0.2393	0.5763
Nanog	Thnsl2	-0.1914	0.6435
Nkx2-5	Thnsl2	0.2131	1.633
Rxra	Thnsl2	0.3164	2.072
Sfpi1	Thnsl2	0.2192	1.656
Sox7	Thnsl2	0.2099	1.621
Zscan4c	Thnsl2	0.179	1.51
Klf9	Thoc1	0.1842	1.528
Cdx2	Thoc2	-0.4256	0.3753
Msc	Thoc2	-0.2358	0.581
Nr5a2	Thoc2	-0.2346	0.5826
Tcf3	Thoc2	-0.193	0.6412
Dmrt1	Thoc3	-0.1849	0.6532
Msc	Thoc4	0.1779	1.506
Nr5a2	Thoc4	0.1763	1.5
Cdx2	Thop1	-0.1795	0.6614
Dmrt1	Thop1	-0.1985	0.6331
Esx1	Thop1	-0.2338	0.5837
Sox9	Thop1	-0.2691	0.5381
Sall4	Thpo	0.7355	5.438
Foxg1	Thra	0.3139	2.06
Gata3	Thra	-0.1771	0.6651
Sox11	Thra	-0.2768	0.5286
Bcl6	Thrb	0.4103	2.572
Cdx2	Thrb	0.5496	3.544
Dlx3	Thrb	0.4828	3.039
Dmrt1	Thrb	0.5232	3.335
Esx1	Thrb	-0.3388	0.4583
Foxa1	Thrb	0.7549	5.687
Foxc1	Thrb	0.3087	2.035
Hnf4a	Thrb	0.3608	2.295
Klf4	Thrb	0.6561	4.53
Msc	Thrb	-0.2705	0.5364
Myc	Thrb	-0.3908	0.4066
Otx1	Thrb	0.3063	2.024
Pou5f1	Thrb	0.2843	1.924
Sfpi1	Thrb	-0.3258	0.4722
Sox9	Thrb	0.6808	4.795
Bcl6	Thrsp	-0.2716	0.535
Cdx2	Thrsp	0.2355	1.719
Dlx3	Thrsp	0.2018	1.591
Esx1	Thrsp	0.2579	1.81
Foxg1	Thrsp	-0.4606	0.3462
Foxl2	Thrsp	-0.4895	0.3239
Gata2	Thrsp	-0.6103	0.2453
Gata3	Thrsp	-0.4067	0.392
Gbx2	Thrsp	0.5498	3.546
Grhl2	Thrsp	0.2547	1.797
Hesx1	Thrsp	0.179	1.51
Jun	Thrsp	-0.2947	0.5073
Otx1	Thrsp	0.1819	1.52
Rxra	Thrsp	0.1772	1.503
Sall4	Thrsp	0.1938	1.562
Sfpi1	Thrsp	-0.334	0.4634
Sox11	Thrsp	-0.2499	0.5624
Sox2	Thrsp	-0.2293	0.5897
Tcfap2c	Thrsp	-0.2057	0.6227
Tcfcp2l1	Thrsp	0.2027	1.594
Tgif1	Thrsp	-0.2385	0.5774
Zscan4c	Thrsp	-0.2399	0.5755
Cdx2	Thsd1	-0.3023	0.4985
Eomes	Thsd1	-0.3479	0.4488
Esx1	Thsd1	-0.4302	0.3713
Ets1	Thsd1	0.3791	2.393
Foxc1	Thsd1	-0.1831	0.6559
Foxg1	Thsd1	0.1848	1.53
Foxl2	Thsd1	-0.4098	0.3892
Gata2	Thsd1	-0.4308	0.3708
Gata3	Thsd1	-0.3469	0.4498
Gbx2	Thsd1	-0.2178	0.6056
Hnf4a	Thsd1	-0.2006	0.63
Klf4	Thsd1	0.2886	1.943
Myod1	Thsd1	-0.2001	0.6308
Nkx2-5	Thsd1	-0.4581	0.3482
Nr2f2	Thsd1	-0.2105	0.6158
Sfpi1	Thsd1	0.4738	2.977
Sox11	Thsd1	0.2019	1.591
Sox2	Thsd1	-0.2881	0.5151
T	Thsd1	-0.2832	0.5209
Tbx5	Thsd1	-0.2675	0.5401
Tcf3	Thsd1	-0.3368	0.4604
Tcfap2c	Thsd1	-0.2106	0.6157
Ascl1	Thsd4	0.2954	1.974
Ascl2	Thsd4	0.5115	3.247
Cdx2	Thsd4	0.5633	3.658
Myod1	Thsd4	0.259	1.815
Nkx2-5	Thsd4	0.2403	1.739
Ascl1	Thsd7a	0.5097	3.233
Ascl2	Thsd7a	0.3259	2.117
Dmrt1	Thsd7a	0.6758	4.74
Eomes	Thsd7a	-0.2949	0.5071
Esx1	Thsd7a	-0.5849	0.26
Foxl2	Thsd7a	-0.3942	0.4034
Gata2	Thsd7a	-0.3993	0.3987
Gata3	Thsd7a	-0.2685	0.5388
Gbx2	Thsd7a	-0.4852	0.3271
Hesx1	Thsd7a	-0.3022	0.4986
Hnf4a	Thsd7a	-0.2244	0.5964
Klf4	Thsd7a	-0.222	0.5997
Mef2c	Thsd7a	-0.3247	0.4734
Myod1	Thsd7a	0.3502	2.239
Nr0b1	Thsd7a	0.2952	1.973
Nrip1	Thsd7a	0.5154	3.276
Sox11	Thsd7a	0.2761	1.888
Sox2	Thsd7a	-0.3124	0.487
Tcfcp2l1	Thsd7a	-0.2563	0.5542
Zic1	Thsd7a	0.4527	2.835
Zscan4c	Thsd7a	0.4494	2.814
Ascl1	Thtpa	-0.2362	0.5804
Ascl2	Thtpa	-0.2024	0.6274
Cdx2	Thtpa	-0.4461	0.358
Gata2	Thtpa	-0.2718	0.5348
Gata3	Thtpa	-0.1788	0.6625
Myod1	Thtpa	-0.1761	0.6666
Dmrt1	Thumpd1	-0.2619	0.5471
Esx1	Thumpd1	-0.1916	0.6432
Cdx2	Thumpd2	-0.2402	0.5751
Dmrt1	Thumpd2	-0.2079	0.6195
Esx1	Thumpd2	-0.1931	0.641
Foxa1	Thumpd2	-0.18	0.6606
Foxl2	Thumpd2	-0.1791	0.662
Tcf3	Thumpd2	-0.2087	0.6184
Bcl6	Thy1	-0.3184	0.4803
Cdx2	Thy1	-0.1783	0.6632
Dlx3	Thy1	0.3586	2.283
Elf5	Thy1	0.5842	3.838
Ets1	Thy1	0.2816	1.912
Gata2	Thy1	-0.4416	0.3617
Hnf4a	Thy1	-0.2925	0.5099
Hoxa9	Thy1	0.1955	1.568
Klf4	Thy1	0.3524	2.251
Nr2f2	Thy1	0.2569	1.806
Nr5a2	Thy1	0.2049	1.602
Sfpi1	Thy1	0.915	8.222
Sox11	Thy1	-0.502	0.3147
Dmrt1	Thyn1	-0.1814	0.6585
Gata2	Tia1	-0.2591	0.5506
Gata3	Tia1	-0.2822	0.5221
Klf4	Tia1	-0.1787	0.6626
Sox9	Tiaf2	0.3709	2.349
Ascl2	Tiam1	0.1873	1.539
Cdx2	Tiam1	-0.1927	0.6416
Foxa1	Tiam1	-0.206	0.6223
Foxc1	Tiam1	-0.2351	0.5819
Foxl2	Tiam1	-0.2581	0.5519
Gata2	Tiam1	-0.295	0.5069
Gata3	Tiam1	-0.2614	0.5477
Hnf4a	Tiam1	-0.1799	0.6608
Msc	Tiam1	0.1906	1.55
Myod1	Tiam1	0.1979	1.577
Nkx2-5	Tiam1	-0.1827	0.6565
Sox2	Tiam1	0.266	1.845
Sox7	Tiam1	0.254	1.794
Sox9	Tiam1	0.6498	4.464
Ascl1	Tiam2	0.218	1.651
Ascl2	Tiam2	0.4412	2.761
Bcl6	Tiam2	0.2793	1.902
Cdx2	Tiam2	0.2111	1.625
Elf5	Tiam2	0.2555	1.8
Esx1	Tiam2	0.2024	1.593
Etv3	Tiam2	0.2457	1.76
Foxa1	Tiam2	0.6126	4.098
Foxg1	Tiam2	-0.3163	0.4827
Foxl2	Tiam2	0.2308	1.701
Gata2	Tiam2	-0.184	0.6546
Gata3	Tiam2	-0.2337	0.5838
Gbx2	Tiam2	0.2227	1.669
Jun	Tiam2	0.2859	1.931
Mef2c	Tiam2	0.3873	2.439
Myod1	Tiam2	0.2879	1.94
Nr2f1	Tiam2	0.4386	2.745
Sall4	Tiam2	0.1934	1.56
Smad7	Tiam2	0.6221	4.188
Sox11	Tiam2	0.3268	2.122
Sox2	Tiam2	1.3094	20.389
Sox9	Tiam2	0.7975	6.273
T	Tiam2	0.3017	2.003
Tcf3	Tiam2	0.4782	3.007
Tcfap2c	Tiam2	0.4152	2.601
Zscan4c	Tiam2	-0.3016	0.4993
Cdx2	Ticam1	0.3241	2.109
Dmrt1	Ticam1	0.3668	2.327
Eomes	Ticam1	0.184	1.527
Esx1	Ticam1	0.3581	2.28
Foxl2	Ticam1	0.2402	1.738
Gata2	Ticam1	0.3489	2.233
Gata3	Ticam1	0.2403	1.739
Klf4	Ticam1	0.2867	1.935
Nkx2-5	Ticam1	0.355	2.264
Tcf3	Ticam1	0.3195	2.086
Ascl1	Ticam2	-0.2134	0.6117
Ascl2	Ticam2	-0.3104	0.4893
Atf3	Ticam2	0.1936	1.561
Cdx2	Ticam2	-0.4818	0.3297
Dlx3	Ticam2	-0.4582	0.3481
Dmrt1	Ticam2	-0.46	0.3467
Eomes	Ticam2	-0.6319	0.2333
Foxa1	Ticam2	-0.3148	0.4843
Foxc1	Ticam2	-0.2566	0.5538
Foxl2	Ticam2	-0.5296	0.2953
Gata2	Ticam2	-0.9357	0.1159
Gata3	Ticam2	-0.4903	0.3233
Hnf4a	Ticam2	-0.2582	0.5518
Jun	Ticam2	-0.386	0.4111
Klf4	Ticam2	-0.2905	0.5122
Klf9	Ticam2	-0.2458	0.5678
Myod1	Ticam2	-0.5288	0.2959
Nkx2-5	Ticam2	-0.6604	0.2185
Nr2f2	Ticam2	-0.3208	0.4777
Rxra	Ticam2	-0.2187	0.6043
Sall4	Ticam2	0.2018	1.591
Sox9	Ticam2	-0.6234	0.238
T	Ticam2	-0.2485	0.5642
Tbx3	Ticam2	-0.1834	0.6555
Tcf3	Ticam2	-0.5187	0.3029
Zscan4c	Ticam2	0.2088	1.617
Klf4	Tie1	0.7998	6.306
Nr2f2	Tie1	0.5765	3.771
Cdx2	Tifa	2.0228	105.39
Dlx3	Tifa	0.8306	6.77
Foxa1	Tifa	0.2717	1.869
Dmrt1	Tigd2	-0.1986	0.6329
Esx1	Tigd2	-0.183	0.6561
Foxg1	Tigd2	-0.2139	0.611
Nkx2-5	Tigd2	0.3864	2.434
Tcf3	Tigd2	-0.2357	0.5811
Ascl2	Tigd3	0.2137	1.635
Dmrt1	Tigd3	0.2111	1.625
Klf4	Tigd3	-0.2211	0.601
Myod1	Tigd3	0.3864	2.434
Cdx2	Tigd5	-0.1874	0.6495
Gata3	Tigd5	-0.1851	0.6529
Klf4	Tigd5	-0.3314	0.4662
Sox11	Tigd5	0.2558	1.802
Dmrt1	Timd2	0.3889	2.448
Gata2	Timd2	0.9739	9.416
Gata3	Timd2	1.0692	11.727
Jun	Timeless	-0.1775	0.6645
Nkx2-5	Timeless	-0.1783	0.6632
Cdx2	Timm10	-0.3754	0.4213
Dmrt1	Timm10	-0.2507	0.5614
Sox9	Timm10	-0.238	0.578
Tcf3	Timm10	-0.247	0.5662
Sox11	Timm13	0.1822	1.521
Sox9	Timm22	0.225	1.678
Cdx2	Timm8a1	-0.3683	0.4282
Dmrt1	Timm8a1	-0.2775	0.5278
Jun	Timm8a1	-0.1836	0.6552
Nkx2-5	Timm8a1	-0.2083	0.619
Sox9	Timm8a1	-0.1979	0.634
Tcf3	Timm8a1	-0.2593	0.5504
Dmrt1	Timm8a2	0.1968	1.573
Elf1	Timm8b	-0.2267	0.5933
Klf4	Timm8b	0.1843	1.528
Sfpi1	Timm8b	-0.2269	0.593
Cdx2	Timm9	-0.2617	0.5473
Dmrt1	Timm9	-0.2484	0.5644
Sox9	Timm9	-0.2521	0.5596
Tcf3	Timm9	-0.2476	0.5654
Cdx2	Timp1	-0.2541	0.557
Dmrt1	Timp1	0.3466	2.221
Esx1	Timp1	0.2191	1.656
Jun	Timp1	0.5929	3.916
Klf4	Timp1	0.5348	3.426
Mef2c	Timp1	0.204	1.599
Sfpi1	Timp1	-0.1817	0.6581
Sox11	Timp1	-0.2809	0.5237
Foxc1	Timp2	0.2929	1.962
Foxg1	Timp2	0.1999	1.584
Gata2	Timp2	0.2565	1.805
Gbx2	Timp2	0.3056	2.021
Jun	Timp2	0.4923	3.106
Nkx2-5	Timp2	0.2511	1.782
Sox11	Timp2	0.2857	1.93
Tcf3	Timp2	0.3664	2.324
Cdx2	Timp3	0.5841	3.837
Dlx3	Timp3	0.199	1.581
Esx1	Timp3	0.4373	2.737
Foxg1	Timp3	0.2544	1.796
Jun	Timp3	0.2291	1.694
Klf4	Timp3	0.1882	1.542
Lhx2	Timp3	0.2346	1.716
Myc	Timp3	-0.2265	0.5936
Myod1	Timp3	-0.2234	0.5978
Nkx2-5	Timp3	0.4126	2.585
Otx2	Timp3	0.2485	1.772
Sall4	Timp3	0.2758	1.887
Sfpi1	Timp3	-0.2418	0.573
Sox9	Timp3	0.3493	2.235
Tcf3	Timp3	0.5814	3.814
Zscan4c	Timp3	-0.2733	0.5329
Atf3	Timp4	0.1875	1.539
Cdx2	Timp4	-0.9061	0.1241
Dlx3	Timp4	-0.816	0.1527
Dmrt1	Timp4	-0.6973	0.2007
Elf5	Timp4	0.2929	1.962
Eomes	Timp4	-0.2693	0.5378
Esx1	Timp4	-0.8309	0.1476
Ets1	Timp4	-0.2564	0.5541
Fosl2	Timp4	-0.4357	0.3666
Foxa1	Timp4	0.6911	4.91
Foxc1	Timp4	-0.4352	0.3671
Foxg1	Timp4	-0.2102	0.6163
Foxl2	Timp4	-0.5719	0.2679
Foxp3	Timp4	-0.4992	0.3168
Gadd45a	Timp4	-0.2247	0.596
Gata2	Timp4	-0.7277	0.1871
Gata3	Timp4	-0.6025	0.2497
Gbx2	Timp4	-0.5701	0.269
Grhl2	Timp4	-0.2687	0.5386
Hesx1	Timp4	-0.1898	0.6459
Hnf4a	Timp4	-0.2057	0.6227
Hoxa9	Timp4	-0.4749	0.335
Id1	Timp4	0.2289	1.693
Jun	Timp4	-0.4703	0.3386
Klf4	Timp4	-0.6623	0.2176
Lhx2	Timp4	-0.3089	0.491
Mef2c	Timp4	-0.4282	0.373
Msc	Timp4	-0.1776	0.6643
Mybl2	Timp4	0.1843	1.528
Myc	Timp4	-0.2689	0.5383
Nkx2-5	Timp4	-0.5107	0.3085
Nr2f1	Timp4	-0.2889	0.5141
Nr2f2	Timp4	0.2785	1.898
Nrip1	Timp4	0.2669	1.848
Otx2	Timp4	0.2391	1.734
Sall4	Timp4	0.7032	5.048
Sfpi1	Timp4	-0.3161	0.4829
Smad7	Timp4	-0.2619	0.5471
Sox15	Timp4	0.3155	2.067
Sox2	Timp4	0.6175	4.144
Sox7	Timp4	-0.4001	0.398
Sox9	Timp4	0.6127	4.099
T	Timp4	-0.5494	0.2822
Tcf3	Timp4	-0.2993	0.5019
